"CALLE";"NUMERO";"M2";"DOLARES";"U_S_M2";"AMBIENTES";"ANTIGUEDAD";"ORIENT";"BAULERA";"COCHERA";"BA�.OS";"LAVADERO";"TERRAZA";"BARRIO";"COMUNA";"LON";"LAT"
"2303";"CALLAO";1900;267;720000;2696.6;4;65;"FRENTE";"Si";"No";0;"Si";"No";"RECOLETA";2;-58.3882407181501;-34.5882708094774
"2304";"CALLAO";2000;62;169000;2725.8;3;60;"CONTRAFRENTE";"Si";"No";1;"Si";"Si";"RECOLETA";2;-58.3872181893805;-34.5874648588487
"2305";"CALLAO";2000;94;330000;3510.6;3;50;"CONTRAFRENTE";"No";"Si";1;"Si";"Si";"RECOLETA";2;-58.3872181893805;-34.5874648588487
"2306";"CALLAO";2000;98;255000;2602;4;40;"CONTRAFRENTE";"No";"No";2;"No";"No";"RECOLETA";2;-58.3872181893805;-34.5874648588487
"2307";"CALLAO";2000;130;490000;3769.2;4;30;"FRENTE";"Si";"No";2;"Si";"Si";"RECOLETA";2;-58.3872181893805;-34.5874648588487
"2308";"CALLAO";2000;144;390000;2708.3;4;51;"FRENTE";"No";"No";2;"Si";"Si";"RECOLETA";2;-58.3872181893805;-34.5874648588487
"2309";"CALLAO";2000;155;480000;3096.8;5;42;"S/D";"No";"No";0;"No";"No";"RECOLETA";2;-58.3872181893805;-34.5874648588487
"2310";"CALLAO";2000;177;439000;2480.2;4;70;"FRENTE";"No";"No";4;"Si";"No";"RECOLETA";2;-58.3872181893805;-34.5874648588487
"2311";"CALLAO";2000;194;429000;2211.3;5;50;"FRENTE";"No";"No";3;"No";"Si";"RECOLETA";2;-58.3872181893805;-34.5874648588487
"2312";"CALLAO";2000;222;470000;2117.1;7;NA;"S/D";"No";"Si";3;"Si";"No";"RECOLETA";2;-58.3872181893805;-34.5874648588487
"2313";"CALLAO";2000;278;550000;1978.4;4;25;"FRENTE";"No";"No";0;"Si";"No";"RECOLETA";2;-58.3872181893805;-34.5874648588487
"2314";"CALVO, CARLOS";300;55;115000;2090.9;3;80;"CONTRAFRENTE";"No";"No";1;"Si";"Si";"SAN TELMO";1;-58.3700467775317;-34.6195149111157
"2315";"CALVO, CARLOS";300;197;590000;2994.9;5;90;"FRENTE";"No";"No";2;"Si";"Si";"SAN TELMO";1;-58.3700467775317;-34.6195149111157
"2316";"CALVO, CARLOS";600;22;53000;2409.1;1;NA;"S/D";"No";"No";1;"No";"No";"SAN TELMO";1;-58.3742590690158;-34.6197987758078
"2317";"CALVO, CARLOS";1200;60;100000;1666.7;3;65;"S/D";"No";"No";0;"No";"No";"CONSTITUCION";1;-58.3829729773398;-34.6199003606071
"2318";"CALVO, CARLOS";3000;66;165990;2515;3;0;"FRENTE";"Si";"Si";1;"No";"No";"SAN CRISTOBAL";3;-58.4072930016056;-34.6221762041928
"2319";"CALVO, CARLOS";3000;81;295000;3642;4;0;"FRENTE";"Si";"No";2;"Si";"Si";"SAN CRISTOBAL";3;-58.4072930016056;-34.6221762041928
"2320";"CALVO, CARLOS";3700;80;135000;1687.5;3;40;"CONTRAFRENTE";"No";"No";1;"No";"Si";"BOEDO";5;-58.4177572956687;-34.6246428087023
"2321";"CALVO, CARLOS";300;35;77000;2200;2;NA;"S/D";"No";"No";1;"No";"No";"SAN TELMO";1;-58.3700467775317;-34.6195149111157
"2322";"CALVO, CARLOS";1100;39;104286;2674;1;NA;"LATERAL";"No";"No";0;"No";"No";"CONSTITUCION";1;-58.3814334048954;-34.6198906553782
"2323";"CALVO, CARLOS";1200;60;100000;1666.7;3;65;"CONTRAFRENTE";"No";"No";0;"No";"No";"CONSTITUCION";1;-58.3829729773398;-34.6199003606071
"2324";"CALVO, CARLOS";1300;50;78000;1560;0;NA;"S/D";"No";"No";1;"No";"No";"CONSTITUCION";1;-58.3843321035358;-34.6199399084593
"2325";"CALVO, CARLOS";1500;57;85000;1491.2;2;4;"FRENTE";"No";"No";0;"Si";"No";"CONSTITUCION";1;-58.3873018582571;-34.6200914311143
"2326";"CALVO, CARLOS";1500;75;130000;1733.3;0;65;"FRENTE";"No";"No";1;"Si";"Si";"CONSTITUCION";1;-58.3873018582571;-34.6200914311143
"2327";"CALVO, CARLOS";1700;50;77000;1540;0;35;"LATERAL";"No";"No";1;"Si";"Si";"CONSTITUCION";1;-58.3901501066871;-34.6202699731115
"2328";"CALVO, CARLOS";1800;65;82000;1261.5;3;65;"FRENTE";"No";"No";0;"No";"Si";"CONSTITUCION";1;-58.3916023010546;-34.6203588935929
"2329";"CALVO, CARLOS";2000;28;52000;1857.1;0;40;"LATERAL";"No";"No";1;"No";"No";"SAN CRISTOBAL";3;-58.3944500718495;-34.6206788175046
"2330";"CALVO, CARLOS";2100;50;90000;1800;3;11;"FRENTE";"No";"No";0;"No";"No";"SAN CRISTOBAL";3;-58.3957600548686;-34.6207612676779
"2331";"CALVO, CARLOS";2600;44;104000;2363.6;0;0;"FRENTE";"No";"Si";1;"Si";"Si";"SAN CRISTOBAL";3;-58.4017256876376;-34.6211876366978
"2332";"CALVO, CARLOS";2600;73;129400;1772.6;3;0;"FRENTE";"No";"No";1;"No";"Si";"SAN CRISTOBAL";3;-58.4017256876376;-34.6211876366978
"2333";"CALVO, CARLOS";2700;80;119000;1487.5;0;65;"CONTRAFRENTE";"Si";"No";1;"No";"No";"SAN CRISTOBAL";3;-58.4027610339695;-34.6212665171648
"2334";"CALVO, CARLOS";2800;38;71000;1868.4;1;NA;"S/D";"No";"Si";1;"No";"Si";"SAN CRISTOBAL";3;-58.4044422782541;-34.6216115718739
"2335";"CALVO, CARLOS";2800;39;75000;1923.1;0;3;"CONTRAFRENTE";"No";"No";1;"No";"Si";"SAN CRISTOBAL";3;-58.4044422782541;-34.6216115718739
"2336";"CALVO, CARLOS";2800;42;71000;1690.5;1;NA;"S/D";"No";"No";0;"No";"No";"SAN CRISTOBAL";3;-58.4044422782541;-34.6216115718739
"2337";"CALVO, CARLOS";2800;47;85000;1808.5;0;NA;"CONTRAFRENTE";"No";"No";1;"No";"Si";"SAN CRISTOBAL";3;-58.4044422782541;-34.6216115718739
"2338";"CALVO, CARLOS";3000;42;95000;2261.9;2;50;"FRENTE";"No";"No";0;"Si";"Si";"SAN CRISTOBAL";3;-58.4072930016056;-34.6221762041928
"2339";"CALVO, CARLOS";3200;40;82000;2050;0;0;"FRENTE";"No";"Si";1;"No";"Si";"SAN CRISTOBAL";3;-58.4105172286713;-34.6228188837142
"2340";"CALVO, CARLOS";3500;30;88900;2963.3;1;35;"LATERAL";"No";"Si";1;"Si";"Si";"BOEDO";5;-58.4147373951127;-34.6237154512117
"2341";"CALVO, CARLOS";3600;42;98000;2333.3;2;0;"FRENTE";"No";"Si";1;"No";"Si";"BOEDO";5;-58.4161396307934;-34.6240501580404
"2342";"CALVO, CARLOS";3700;75;77000;1026.7;1;NA;"S/D";"No";"No";0;"Si";"No";"BOEDO";5;-58.4177572956687;-34.6246428087023
"2343";"CALVO, CARLOS";3700;80;135000;1687.5;3;40;"CONTRAFRENTE";"No";"No";0;"Si";"Si";"BOEDO";5;-58.4177572956687;-34.6246428087023
"2344";"CALVO, CARLOS";3900;73;130000;1780.8;3;50;"FRENTE";"No";"No";1;"Si";"Si";"BOEDO";5;-58.4205118998761;-34.6248264976258
"2345";"CALVO, CARLOS";4000;36;79000;2194.4;0;30;"LATERAL";"No";"No";1;"Si";"Si";"BOEDO";5;-58.421829057496;-34.6249142693649
"2346";"CALVO, CARLOS";4100;46;75000;1630.4;2;NA;"INTERNO";"No";"No";0;"Si";"No";"BOEDO";5;-58.4231894045485;-34.6250048770127
"2347";"CALVO, CARLOS";4100;54;155000;2870.4;3;3;"CONTRAFRENTE";"No";"Si";1;"Si";"Si";"BOEDO";5;-58.4231894045485;-34.6250048770127
"2348";"CALVO, CARLOS";4200;56;169900;3033.9;3;4;"FRENTE";"Si";"Si";1;"No";"Si";"BOEDO";5;-58.4244768869904;-34.625090739296
"2349";"CALVO, CARLOS";4200;60;120000;2000;3;16;"CONTRAFRENTE";"No";"No";0;"No";"No";"BOEDO";5;-58.4244768869904;-34.625090739296
"2350";"CALVO, CARLOS";4300;55;98000;1781.8;2;4;"CONTRAFRENTE";"No";"No";0;"Si";"Si";"BOEDO";5;-58.4259320585603;-34.6251876239886
"2351";"CAMACUA";100;45;69000;1533.3;0;50;"LATERAL";"No";"No";1;"No";"No";"FLORES";7;-58.4580540078744;-34.6287701611261
"2352";"CAMACUA";100;72;97000;1347.2;0;70;"INTERNO";"No";"No";2;"No";"No";"FLORES";7;-58.4580540078744;-34.6287701611261
"2353";"CAMACUA";100;85;140000;1647.1;0;40;"FRENTE";"No";"No";1;"Si";"Si";"FLORES";7;-58.4580540078744;-34.6287701611261
"2354";"CAMACUA";100;118;220000;1864.4;0;55;"FRENTE";"No";"No";1;"No";"Si";"FLORES";7;-58.4580540078744;-34.6287701611261
"2355";"CAMACUA";200;128;275000;2148.4;0;16;"FRENTE";"Si";"Si";2;"Si";"Si";"FLORES";7;-58.457453008311;-34.6299261101582
"2356";"CAMACUA";300;75;184000;2453.3;0;0;"S/D";"No";"No";2;"No";"Si";"FLORES";7;-58.4569183662045;-34.6310518370016
"2357";"CAMACUA";300;170;320000;1882.4;0;35;"FRENTE";"No";"Si";0;"Si";"Si";"FLORES";7;-58.4569183662045;-34.6310518370016
"2358";"CAMACUA";300;183;400000;2185.8;0;30;"FRENTE";"Si";"Si";2;"No";"Si";"FLORES";7;-58.4569183662045;-34.6310518370016
"2359";"CAMACUA";600;54;125000;2314.8;0;45;"FRENTE";"No";"Si";1;"No";"No";"FLORES";7;-58.4554368904425;-34.6341399907437
"2360";"CAMACUA";600;55;140000;2545.5;0;30;"CONTRAFRENTE";"No";"Si";1;"No";"Si";"FLORES";7;-58.4554368904425;-34.6341399907437
"2361";"CAMARGO";500;50;120000;2400;2;0;"LATERAL";"No";"Si";1;"No";"Si";"VILLA CRESPO";15;-58.440070497494;-34.6007042091892
"2362";"CAMARGO";500;56;145000;2589.3;2;0;"FRENTE";"Si";"Si";1;"Si";"No";"VILLA CRESPO";15;-58.440070497494;-34.6007042091892
"2363";"CAMARGO";700;65;107000;1646.2;3;50;"CONTRAFRENTE";"No";"No";1;"No";"Si";"VILLA CRESPO";15;-58.4418665474075;-34.5990818004332
"2364";"CAMARGO";700;75;200000;2666.7;3;0;"CONTRAFRENTE";"No";"Si";1;"Si";"Si";"VILLA CRESPO";15;-58.4418665474075;-34.5990818004332
"2365";"CAMARGO";700;121;380000;3140.5;4;0;"FRENTE";"No";"Si";2;"Si";"Si";"VILLA CRESPO";15;-58.4418665474075;-34.5990818004332
"2366";"CAMARONES";1400;31;62000;2000;0;0;"S/D";"No";"Si";1;"No";"No";"VILLA GRAL. MITRE";11;-58.4621277202893;-34.6035707777369
"2367";"CAMARONES";1500;35;72000;2057.1;1;0;"CONTRAFRENTE";"No";"Si";1;"Si";"Si";"VILLA GRAL. MITRE";11;-58.4627815230391;-34.6040031465203
"2368";"CAMARONES";1500;40;78000;1950;0;0;"FRENTE";"No";"No";0;"Si";"No";"VILLA GRAL. MITRE";11;-58.4627815230391;-34.6040031465203
"2369";"CAMARONES";1500;86;115000;1337.2;0;NA;"FRENTE";"No";"No";1;"Si";"Si";"VILLA GRAL. MITRE";11;-58.4627815230391;-34.6040031465203
"2370";"CAMARONES";1700;35;68000;1942.9;0;NA;"FRENTE";"No";"No";1;"Si";"Si";"VILLA GRAL. MITRE";11;-58.4654204880055;-34.6051325858552
"2371";"CAMARONES";1700;56;95000;1696.4;0;35;"CONTRAFRENTE";"No";"No";0;"Si";"No";"VILLA GRAL. MITRE";11;-58.4654204880055;-34.6051325858552
"2372";"CAMARONES";2000;25;51000;2040;1;0;"FRENTE";"No";"No";1;"No";"Si";"VILLA GRAL. MITRE";11;-58.4694506405898;-34.6068506045059
"2373";"CAMARONES";3000;67;138000;2059.7;3;0;"FRENTE";"No";"No";2;"No";"Si";"VILLA SANTA RITA";11;-58.4817946629341;-34.6131947136375
"2374";"CAMARONES";3200;39;76800;1969.2;1;0;"CONTRAFRENTE";"No";"No";1;"No";"No";"VILLA SANTA RITA";11;-58.4843189326623;-34.6145234451529
"2375";"CAMARONES";3500;36;72000;2000;0;7;"INTERNO";"No";"No";0;"No";"Si";"VILLA SANTA RITA";11;-58.4878689515015;-34.6164089486541
"2376";"CAMARONES";3600;31;72000;2322.6;2;NA;"LATERAL";"No";"No";1;"No";"No";"VILLA SANTA RITA";11;-58.4888641463646;-34.6172571232675
"2377";"CAMPANA";300;56;110000;1964.3;0;25;"FRENTE";"Si";"No";0;"No";"Si";"FLORESTA";10;-58.4762529837762;-34.6288561977526
"2378";"CAMPANA";400;32;65900;2059.4;0;45;"LATERAL";"No";"No";1;"No";"Si";"FLORESTA";10;-58.4767415722939;-34.6277869321979
"2379";"CAMPANA";2700;40;83000;2075;2;NA;"LATERAL";"No";"No";1;"Si";"No";"VILLA DEL PARQUE";11;-58.49411639796;-34.6055979530983
"2380";"CAMPANA";2800;69;128000;1855.1;3;30;"FRENTE";"No";"No";1;"No";"Si";"VILLA DEL PARQUE";11;-58.4949085013116;-34.6047316292891
"2381";"CAMPANA";3200;45;90000;2000;2;0;"FRENTE";"No";"No";1;"No";"No";"VILLA DEL PARQUE";11;-58.4970768273296;-34.6018540856974
"2382";"CAMPANA";4200;78;143000;1833.3;3;40;"FRENTE";"No";"No";1;"Si";"No";"VILLA DEVOTO";11;-58.5042315818343;-34.5933404127139
"2383";"CAMPANA";4300;50;120000;2400;2;0;"CONTRAFRENTE";"No";"No";1;"No";"Si";"VILLA DEVOTO";11;-58.5048832204557;-34.59262097819
"2384";"CAMPANA";4800;36;75000;2083.3;1;1;"FRENTE";"No";"No";1;"No";"Si";"VILLA DEVOTO";11;-58.5083564407639;-34.5887812546882
"2385";"CAMPANA";5500;33;70000;2121.2;1;2;"CONTRAFRENTE";"No";"No";1;"Si";"Si";"VILLA DEVOTO";11;-58.5133835735565;-34.5832204894484
"2386";"CAMPICHUELO";200;84;165000;1964.3;4;40;"CONTRAFRENTE";"No";"Si";1;"No";"No";"CABALLITO";6;-58.4338727234882;-34.6149219718213
"2387";"CAMPICHUELO";300;122;215000;1762.3;5;60;"S/D";"No";"No";2;"No";"Si";"CABALLITO";6;-58.4345780458714;-34.6134184206982
"2388";"CAMPICHUELO";400;43;99900;2323.3;0;5;"S/D";"No";"No";1;"Si";"Si";"CABALLITO";6;-58.4348528305384;-34.6128445057113
"2389";"CAMPICHUELO";400;58;135000;2327.6;3;14;"FRENTE";"No";"No";2;"Si";"Si";"CABALLITO";6;-58.4348528305384;-34.6128445057113
"2390";"CAMPICHUELO";600;54;150000;2777.8;3;11;"CONTRAFRENTE";"No";"Si";1;"No";"Si";"CABALLITO";6;-58.4358495189252;-34.6103577404948
"2391";"CAMPICHUELO";600;58;165000;2844.8;3;7;"CONTRAFRENTE";"No";"Si";1;"No";"Si";"CABALLITO";6;-58.4358495189252;-34.6103577404948
"2392";"CAMPICHUELO";600;95;238000;2505.3;3;10;"FRENTE";"Si";"Si";2;"No";"Si";"CABALLITO";6;-58.4358495189252;-34.6103577404948
"2393";"CAMPOS LUIS M.";100;55;125000;2272.7;3;40;"FRENTE";"No";"No";1;"Si";"Si";"PALERMO";14;-58.430339574227;-34.5758321833216
"2394";"CAMPOS LUIS M.";100;65;185000;2846.2;3;NA;"S/D";"No";"Si";1;"No";"Si";"PALERMO";14;-58.430339574227;-34.5758321833216
"2395";"CAMPOS LUIS M.";300;33;88000;2666.7;2;35;"INTERNO";"No";"No";1;"Si";"Si";"PALERMO";14;-58.4326492344551;-34.5737054134446
"2396";"CAMPOS LUIS M.";300;48;92000;1916.7;0;60;"CONTRAFRENTE";"No";"No";1;"No";"No";"PALERMO";14;-58.4326492344551;-34.5737054134446
"2397";"CAMPOS LUIS M.";300;55;185000;3363.6;3;7;"FRENTE";"No";"No";2;"No";"Si";"PALERMO";14;-58.4326492344551;-34.5737054134446
"2398";"CAMPOS LUIS M.";300;84;160000;1904.8;4;45;"S/D";"No";"No";2;"Si";"Si";"PALERMO";14;-58.4326492344551;-34.5737054134446
"2399";"CAMPOS LUIS M.";400;62;140000;2258.1;3;40;"CONTRAFRENTE";"No";"No";1;"No";"Si";"PALERMO";14;-58.4334345671983;-34.5728823834294
"2400";"CAMPOS LUIS M.";400;73;220000;3013.7;3;NA;"CONTRAFRENTE";"No";"Si";2;"No";"Si";"PALERMO";14;-58.4334345671983;-34.5728823834294
"2401";"CAMPOS LUIS M.";500;50;135000;2700;3;30;"LATERAL";"No";"No";0;"No";"No";"PALERMO";14;-58.4341907562199;-34.5720898784461
"2402";"CAMPOS LUIS M.";600;47;185000;3936.2;2;0;"FRENTE";"No";"No";1;"Si";"Si";"PALERMO";14;-58.4350250677153;-34.5712154634718
"2403";"CAMPOS LUIS M.";700;64;135000;2109.4;3;54;"CONTRAFRENTE";"No";"No";1;"No";"No";"PALERMO";14;-58.4358476213719;-34.5703342740118
"2404";"CAMPOS LUIS M.";1000;74;290000;3918.9;3;8;"CONTRAFRENTE";"Si";"Si";3;"Si";"Si";"PALERMO";14;-58.4382160110469;-34.5674225777405
"2405";"CAMPOS LUIS M.";1000;90;295000;3277.8;4;40;"FRENTE";"No";"No";0;"No";"Si";"PALERMO";14;-58.4382160110469;-34.5674225777405
"2406";"CAMPOS LUIS M.";1100;115;285000;2478.3;4;45;"FRENTE";"No";"Si";2;"Si";"Si";"PALERMO";14;-58.4395261351369;-34.5662405548769
"2407";"CAMPOS LUIS M.";1200;145;350000;2413.8;4;40;"S/D";"Si";"Si";0;"Si";"No";"PALERMO";14;-58.440418802229;-34.5654954069718
"2408";"CAMPOS LUIS M.";1300;239;698000;2920.5;4;50;"CONTRAFRENTE";"Si";"Si";2;"No";"Si";"PALERMO";14;-58.4413723350847;-34.5647132795598
"2409";"CAMPOS LUIS M.";1300;240;698000;2908.3;5;43;"CONTRAFRENTE";"Si";"Si";2;"Si";"Si";"PALERMO";14;-58.4413723350847;-34.5647132795598
"2410";"CAMPOS LUIS M.";1400;178;418000;2348.3;4;58;"FRENTE";"Si";"Si";1;"No";"Si";"PALERMO";14;-58.4426114036757;-34.5638136803955
"2411";"CAMPOS LUIS M.";1500;78;215000;2756.4;4;45;"S/D";"No";"No";1;"No";"Si";"BELGRANO";13;-58.4437278686589;-34.5629400208911
"2412";"CAMPOS LUIS M.";1600;163;449000;2754.6;4;55;"FRENTE";"No";"Si";2;"Si";"No";"BELGRANO";13;-58.4447397999376;-34.5621026607748
"2413";"CAMPOS LUIS M.";1700;70;180000;2571.4;3;40;"FRENTE";"No";"No";2;"No";"Si";"BELGRANO";13;-58.4456286432939;-34.5612514182662
"2414";"CAMPOS SALLES";1900;34;79000;2323.5;0;0;"S/D";"No";"No";1;"No";"Si";"NUÑEZ";13;-58.4599697226854;-34.5492653444176
"2415";"CAMPOS SALLES";2100;47;127500;2712.8;0;32;"CONTRAFRENTE";"No";"No";1;"No";"Si";"NUÑEZ";13;-58.4627749691828;-34.5506757963687
"2416";"CAMPOS SALLES";2200;44;142000;3227.3;0;4;"FRENTE";"No";"Si";0;"No";"Si";"NUÑEZ";13;-58.4637158164616;-34.5511480776311
"2417";"CAMPOS SALLES";2200;82;199900;2437.8;0;8;"FRENTE";"No";"Si";2;"Si";"Si";"NUÑEZ";13;-58.4637158164616;-34.5511480776311
"2418";"CAMPOS SALLES";2300;64;130000;2031.3;4;33;"CONTRAFRENTE";"No";"No";1;"Si";"No";"NUÑEZ";13;-58.4646552581597;-34.5516195997205
"2419";"CAMPOS SALLES";2300;90;255000;2833.3;0;20;"FRENTE";"No";"Si";2;"Si";"Si";"NUÑEZ";13;-58.4646552581597;-34.5516195997205
"2420";"CAMPOS, GASPAR";1300;35;67000;1914.3;1;NA;"LATERAL";"No";"No";0;"No";"No";"PALERMO";14;-58.4411917245597;-34.5644845912138
"2421";"CAMPOS, LUIS M.";100;55;125000;2272.7;3;40;"FRENTE";"No";"No";0;"Si";"No";"PALERMO";14;-58.430339574227;-34.5758321833216
"2422";"CAMPOS, LUIS M.";300;60;135000;2250;3;NA;"CONTRAFRENTE";"No";"No";0;"No";"No";"PALERMO";14;-58.4326492344551;-34.5737054134446
"2423";"CAMPOS, LUIS M.";400;56;122000;2178.6;2;17;"FRENTE";"No";"No";0;"No";"No";"PALERMO";14;-58.4334345671983;-34.5728823834294
"2424";"CAMPOS, LUIS M.";400;71;140000;1971.8;3;40;"CONTRAFRENTE";"No";"No";0;"No";"No";"PALERMO";14;-58.4334345671983;-34.5728823834294
"2425";"CAMPOS, LUIS M.";400;98;192000;1959.2;3;NA;"CONTRAFRENTE";"No";"No";2;"No";"No";"PALERMO";14;-58.4334345671983;-34.5728823834294
"2426";"CAMPOS, LUIS M.";500;49;135000;2755.1;2;7;"CONTRAFRENTE";"No";"No";0;"No";"No";"PALERMO";14;-58.4341907562199;-34.5720898784461
"2427";"CAMPOS, LUIS M.";700;64;135000;2109.4;3;54;"CONTRAFRENTE";"Si";"Si";0;"No";"No";"PALERMO";14;-58.4358476213719;-34.5703342740118
"2428";"CAMPOS, LUIS M.";1000;52;139000;2673.1;3;35;"CONTRAFRENTE";"No";"No";0;"No";"No";"PALERMO";14;-58.4382160110469;-34.5674225777405
"2429";"CAMPOS, LUIS M.";1000;57;190000;3333.3;2;9;"FRENTE";"No";"No";2;"No";"No";"PALERMO";14;-58.4382160110469;-34.5674225777405
"2430";"CAMPOS, LUIS M.";1000;79;290000;3670.9;3;8;"CONTRAFRENTE";"Si";"Si";3;"Si";"No";"PALERMO";14;-58.4382160110469;-34.5674225777405
"2431";"CAMPOS, LUIS M.";1000;94;135000;1436.2;3;40;"FRENTE";"No";"No";0;"No";"Si";"PALERMO";14;-58.4382160110469;-34.5674225777405
"2432";"CAMPOS, LUIS M.";1000;130;290000;2230.8;2;18;"FRENTE";"No";"No";2;"Si";"No";"PALERMO";14;-58.4382160110469;-34.5674225777405
"2433";"CAMPOS, LUIS M.";1000;133;375000;2819.5;3;5;"FRENTE";"No";"No";3;"No";"Si";"PALERMO";14;-58.4382160110469;-34.5674225777405
"2434";"CAMPOS, LUIS M.";1000;137;270000;1970.8;4;25;"CONTRAFRENTE";"No";"No";2;"No";"No";"PALERMO";14;-58.4382160110469;-34.5674225777405
"2435";"CAMPOS, LUIS M.";1200;35;70000;2000;2;NA;"FRENTE";"No";"No";0;"No";"No";"PALERMO";14;-58.440418802229;-34.5654954069718
"2436";"CAMPOS, LUIS M.";1200;38;76000;2000;2;70;"CONTRAFRENTE";"No";"No";0;"Si";"No";"PALERMO";14;-58.440418802229;-34.5654954069718
"2437";"CAMPOS, LUIS M.";1200;150;348000;2320;4;30;"FRENTE";"No";"Si";2;"No";"No";"PALERMO";14;-58.440418802229;-34.5654954069718
"2438";"CAMPOS, LUIS M.";1200;152;350000;2302.6;5;NA;"S/D";"No";"Si";2;"Si";"No";"PALERMO";14;-58.440418802229;-34.5654954069718
"2439";"CAMPOS, LUIS M.";1300;24;65000;2708.3;1;40;"CONTRAFRENTE";"No";"No";0;"No";"No";"PALERMO";14;-58.4413723350847;-34.5647132795598
"2440";"CAMPOS, LUIS M.";1300;37;118000;3189.2;1;15;"S/D";"No";"Si";0;"No";"No";"PALERMO";14;-58.4413723350847;-34.5647132795598
"2441";"CAMPOS, LUIS M.";1300;150;370000;2466.7;4;NA;"FRENTE";"No";"No";3;"No";"No";"PALERMO";14;-58.4413723350847;-34.5647132795598
"2442";"CAMPOS, LUIS M.";1300;466;698000;1497.9;4;50;"CONTRAFRENTE";"Si";"No";2;"Si";"No";"PALERMO";14;-58.4413723350847;-34.5647132795598
"2443";"CAMPOS, LUIS M.";1300;470;698000;1485.1;5;43;"CONTRAFRENTE";"Si";"Si";2;"Si";"Si";"PALERMO";14;-58.4413723350847;-34.5647132795598
"2444";"CAMPOS, LUIS M.";1400;64;128000;2000;3;NA;"LATERAL";"No";"No";0;"Si";"No";"PALERMO";14;-58.4426114036757;-34.5638136803955
"2445";"CAMPOS, LUIS M.";1400;178;415000;2331.5;5;60;"S/D";"No";"Si";0;"Si";"No";"PALERMO";14;-58.4426114036757;-34.5638136803955
"2446";"CAMPOS, LUIS M.";1500;30;59000;1966.7;1;33;"CONTRAFRENTE";"No";"No";0;"No";"No";"BELGRANO";13;-58.4437278686589;-34.5629400208911
"2447";"CAMPOS, LUIS M.";1500;32;67500;2109.4;1;27;"S/D";"No";"No";0;"No";"No";"BELGRANO";13;-58.4437278686589;-34.5629400208911
"2448";"CAMPOS, LUIS M.";1500;96;210000;2187.5;3;58;"CONTRAFRENTE";"Si";"No";3;"Si";"No";"BELGRANO";13;-58.4437278686589;-34.5629400208911
"2449";"CAMPOS, LUIS M.";1500;100;209000;2090;3;45;"CONTRAFRENTE";"No";"No";2;"Si";"No";"BELGRANO";13;-58.4437278686589;-34.5629400208911
"2450";"CAMPOS, LUIS M.";1500;135;215000;1592.6;4;45;"S/D";"No";"No";0;"No";"No";"BELGRANO";13;-58.4437278686589;-34.5629400208911
"2451";"CAMPOS, LUIS M.";1600;111;259000;2333.3;4;50;"CONTRAFRENTE";"No";"Si";2;"No";"No";"BELGRANO";13;-58.4447397999376;-34.5621026607748
"2452";"CAMPOS, LUIS M.";1600;130;225000;1730.8;4;NA;"CONTRAFRENTE";"No";"Si";2;"No";"No";"BELGRANO";13;-58.4447397999376;-34.5621026607748
"2453";"CAMPOS, LUIS M.";1600;140;243000;1735.7;4;60;"FRENTE";"Si";"No";0;"Si";"No";"BELGRANO";13;-58.4447397999376;-34.5621026607748
"2454";"CAMPOS, LUIS M.";1600;180;449000;2494.4;4;55;"S/D";"Si";"No";2;"Si";"No";"BELGRANO";13;-58.4447397999376;-34.5621026607748
"2455";"CAMPOS, LUIS M.";1700;160;389000;2431.3;4;50;"FRENTE";"Si";"Si";2;"Si";"No";"BELGRANO";13;-58.4456286432939;-34.5612514182662
"2456";"CANADA DE GOMEZ";1900;54;55000;1018.5;2;40;"LATERAL";"No";"No";1;"No";"Si";"MATADEROS";9;-58.5111545039632;-34.6559062404712
"2457";"CANADA DE GOMEZ";5100;70;92000;1314.3;3;NA;"FRENTE";"No";"No";1;"Si";"Si";"VILLA RIACHUELO";8;-58.4713302380677;-34.6878974784437
"2458";"CANDELARIA";100;98;129500;1321.4;0;50;"CONTRAFRENTE";"No";"No";0;"No";"Si";"FLORESTA";10;-58.4796478761088;-34.6346824329381
"2459";"CANGALLO";100;94;255000;2712.8;0;0;"CONTRAFRENTE";"No";"Si";2;"No";"Si";"CABALLITO";6;-58.4319684674078;-34.6066158923922
"2460";"CANTILO JOSE LUIS";4300;52;90000;1730.8;3;40;"FRENTE";"No";"No";1;"No";"Si";"VILLA DEVOTO";11;-58.5129727629724;-34.6043957118565
"2461";"CAPDEVILA";2700;70;169000;2414.3;3;NA;"CONTRAFRENTE";"No";"No";2;"No";"No";"VILLA URQUIZA";12;-58.4884448640562;-34.5720821442797
"2462";"CAPDEVILA";2800;33;75000;2272.7;1;NA;"CONTRAFRENTE";"No";"Si";0;"No";"No";"VILLA URQUIZA";12;-58.4891527808963;-34.5714440394358
"2463";"CAPDEVILA";2800;65;139500;2146.2;4;35;"FRENTE";"No";"No";0;"No";"Si";"VILLA URQUIZA";12;-58.4891527808963;-34.5714440394358
"2464";"CAPDEVILA";3200;37;69000;1864.9;2;50;"CONTRAFRENTE";"No";"No";0;"No";"No";"VILLA URQUIZA";12;-58.4920288081798;-34.5677812195372
"2465";"CAPDEVILA";3200;72;168000;2333.3;3;14;"CONTRAFRENTE";"Si";"Si";0;"No";"No";"VILLA URQUIZA";12;-58.4920288081798;-34.5677812195372
