"CALLE";"NUMERO";"M2";"DOLARES";"U_S_M2";"AMBIENTES";"ANTIGUEDAD";"ORIENT";"BAULERA";"COCHERA";"BA�.OS";"LAVADERO";"TERRAZA";"BARRIO";"COMUNA";"LON";"LAT"
"4804";"FRENCH";3600;36;125000;3472.2;2;6;"CONTRAFRENTE";"No";"No";0;"No";"Si";"PALERMO";14;-58.41153652033;-34.5833621122142
"4805";"FRENCH";3600;157;500000;3184.7;5;36;"FRENTE";"No";"Si";1;"Si";"Si";"PALERMO";14;-58.41153652033;-34.5833621122142
"4806";"FRIAS  EUSTAQUIO TTE. GRAL.";100;60;189000;3150;0;2;"FRENTE";"No";"Si";2;"Si";"No";"VILLA CRESPO";15;-58.4370939720881;-34.6037891800834
"4807";"FRIAS  EUSTAQUIO TTE. GRAL.";200;23;53000;2304.3;1;35;"CONTRAFRENTE";"No";"No";1;"No";"No";"VILLA CRESPO";15;-58.4358015461782;-34.6029624602991
"4808";"FRIAS  EUSTAQUIO TTE. GRAL.";200;70;110000;1571.4;0;30;"FRENTE";"No";"No";1;"Si";"Si";"VILLA CRESPO";15;-58.4358015461782;-34.6029624602991
"4809";"FRIAS  EUSTAQUIO TTE. GRAL.";300;22;48000;2181.8;1;40;"CONTRAFRENTE";"No";"No";1;"No";"No";"VILLA CRESPO";15;-58.4346381387317;-34.6022182489478
"4810";"FRIAS  EUSTAQUIO TTE. GRAL.";400;41;125000;3048.8;2;0;"FRENTE";"No";"No";2;"No";"Si";"VILLA CRESPO";15;-58.4335809584545;-34.6015438477047
"4811";"FRIAS  EUSTAQUIO TTE. GRAL.";400;47;103000;2191.5;2;0;"FRENTE";"No";"No";1;"No";"Si";"VILLA CRESPO";15;-58.4335809584545;-34.6015438477047
"4812";"FRIAS  EUSTAQUIO TTE. GRAL.";400;87;125000;1436.8;3;66;"FRENTE";"No";"No";0;"No";"No";"VILLA CRESPO";15;-58.4335809584545;-34.6015438477047
"4813";"FRIAS  EUSTAQUIO TTE. GRAL.";400;90;185000;2055.6;4;30;"CONTRAFRENTE";"No";"No";2;"Si";"Si";"VILLA CRESPO";15;-58.4335809584545;-34.6015438477047
"4814";"FRIAS  EUSTAQUIO TTE. GRAL.";400;96;150000;1562.5;4;38;"CONTRAFRENTE";"No";"No";2;"No";"No";"VILLA CRESPO";15;-58.4335809584545;-34.6015438477047
"4815";"GAINZA MARTIN DE GRAL.";100;72;140000;1944.4;3;20;"CONTRAFRENTE";"Si";"Si";1;"Si";"Si";"CABALLITO";6;-58.4458712974469;-34.6209825911202
"4816";"GAINZA MARTIN DE GRAL.";100;76;150000;1973.7;3;36;"FRENTE";"No";"No";2;"No";"Si";"CABALLITO";6;-58.4458712974469;-34.6209825911202
"4817";"GAINZA MARTIN DE GRAL.";100;96;220000;2291.7;0;40;"FRENTE";"Si";"Si";1;"Si";"Si";"CABALLITO";6;-58.4458712974469;-34.6209825911202
"4818";"GAINZA MARTIN DE GRAL.";800;51;89000;1745.1;0;25;"CONTRAFRENTE";"No";"No";1;"Si";"No";"CABALLITO";6;-58.4467853608461;-34.6123631617211
"4819";"GALICIA";300;40;68000;1700;2;30;"LATERAL";"No";"No";1;"No";"No";"VILLA CRESPO";15;-58.4465510776492;-34.6028188148837
"4820";"GALICIA";700;95;150000;1578.9;4;35;"CONTRAFRENTE";"Si";"No";1;"No";"Si";"VILLA CRESPO";15;-58.4504692992225;-34.6053262684305
"4821";"GALICIA";900;33;63000;1909.1;0;40;"LATERAL";"No";"No";1;"No";"Si";"CABALLITO";6;-58.452302831114;-34.6065270619975
"4822";"GALICIA";900;54;106000;1963;0;NA;"FRENTE";"No";"No";0;"No";"Si";"CABALLITO";6;-58.452302831114;-34.6065270619975
"4823";"GALICIA";1100;77;160000;2077.9;4;35;"FRENTE";"Si";"Si";1;"Si";"Si";"CABALLITO";6;-58.4543204236395;-34.6078857065629
"4824";"GALICIA";2700;53;142000;2679.2;0;4;"FRENTE";"No";"No";2;"No";"Si";"VILLA GRAL. MITRE";11;-58.4731402973121;-34.6171942043051
"4825";"GALICIA";2800;43;94900;2207;0;4;"CONTRAFRENTE";"No";"Si";1;"No";"Si";"VILLA SANTA RITA";11;-58.4744627066813;-34.6178961562555
"4826";"GALICIA";2800;55;93000;1690.9;0;30;"LATERAL";"No";"No";1;"No";"No";"VILLA SANTA RITA";11;-58.4744627066813;-34.6178961562555
"4827";"GALICIA";2800;73;125000;1712.3;0;NA;"FRENTE";"No";"No";1;"Si";"Si";"VILLA SANTA RITA";11;-58.4744627066813;-34.6178961562555
"4828";"GALICIA";3800;50;85000;1700;0;45;"FRENTE";"No";"No";1;"Si";"Si";"FLORESTA";10;-58.4848869548028;-34.6245046697273
"4829";"GALILEO";2400;139;470000;3381.3;5;NA;"S/D";"No";"Si";2;"No";"Si";"RECOLETA";2;-58.3989381132022;-34.5859112604456
"4830";"GALILEO";2400;152;400000;2631.6;4;40;"S/D";"No";"No";2;"Si";"No";"RECOLETA";2;-58.3989381132022;-34.5859112604456
"4831";"GALILEO";2400;168;540000;3214.3;4;60;"FRENTE";"Si";"No";2;"Si";"Si";"RECOLETA";2;-58.3989381132022;-34.5859112604456
"4832";"GALILEO";2400;173;800000;4624.3;2;50;"FRENTE";"Si";"Si";2;"Si";"Si";"RECOLETA";2;-58.3989381132022;-34.5859112604456
"4833";"GALILEO";2400;200;490000;2450;5;60;"FRENTE";"Si";"No";0;"Si";"No";"RECOLETA";2;-58.3989381132022;-34.5859112604456
"4834";"GALILEO";2400;250;1200000;4800;0;25;"FRENTE";"Si";"Si";2;"Si";"Si";"RECOLETA";2;-58.3989381132022;-34.5859112604456
"4835";"GALILEO";2400;256;800000;3125;4;55;"FRENTE";"Si";"Si";2;"No";"No";"RECOLETA";2;-58.3989381132022;-34.5859112604456
"4836";"GALILEO";2400;301;1050000;3488.4;6;50;"S/D";"No";"Si";3;"No";"Si";"RECOLETA";2;-58.3989381132022;-34.5859112604456
"4837";"GALILEO";2400;471;1600000;3397;5;25;"FRENTE";"Si";"Si";4;"Si";"Si";"RECOLETA";2;-58.3989381132022;-34.5859112604456
"4838";"GALLARDO";149;173;400000;2312.1;6;35;"FRENTE";"No";"Si";3;"No";"Si";"LINIERS";9;-58.5237138499334;-34.6375412735212
"4839";"GALLARDO";600;100;130000;1300;4;NA;"FRENTE";"No";"No";1;"Si";"No";"VERSALLES";10;-58.5251303654094;-34.6316979395038
"4840";"GALLARDO";900;60;150000;2500;3;21;"CONTRAFRENTE";"No";"No";1;"No";"No";"VERSALLES";10;-58.5264216523378;-34.6274768220176
"4841";"GALLARDO";900;67;125000;1865.7;4;15;"FRENTE";"No";"No";1;"No";"Si";"VERSALLES";10;-58.5264216523378;-34.6274768220176
"4842";"GALLARDO, ANGEL";600;62;200000;3225.8;3;3;"CONTRAFRENTE";"No";"Si";1;"No";"Si";"CABALLITO";6;-58.4392317736058;-34.6057335715653
"4843";"GALLARDO, ANGEL";1000;85;170000;2000;4;40;"FRENTE";"Si";"No";1;"Si";"Si";"CABALLITO";6;-58.4440882535142;-34.6070440536424
"4844";"GALLARDO, ANGEL";100;173;400000;2312.1;6;35;"FRENTE";"No";"Si";3;"Si";"Si";"CABALLITO";6;-58.4337686389035;-34.6030453661083
"4845";"GALLARDO, ANGEL";100;40;79000;1975;0;40;"CONTRAFRENTE";"No";"No";0;"Si";"No";"CABALLITO";6;-58.4337686389035;-34.6030453661083
"4846";"GALLARDO, ANGEL";100;73;130000;1780.8;3;60;"S/D";"No";"No";0;"Si";"No";"CABALLITO";6;-58.4337686389035;-34.6030453661083
"4847";"GALLARDO, ANGEL";100;110;180000;1636.4;0;55;"CONTRAFRENTE";"No";"No";1;"Si";"Si";"CABALLITO";6;-58.4337686389035;-34.6030453661083
"4848";"GALLARDO, ANGEL";100;120;177000;1475;0;45;"CONTRAFRENTE";"No";"No";1;"No";"Si";"CABALLITO";6;-58.4337686389035;-34.6030453661083
"4849";"GALLARDO, ANGEL";100;130;245000;1884.6;4;50;"FRENTE";"No";"No";3;"No";"No";"CABALLITO";6;-58.4337686389035;-34.6030453661083
"4850";"GALLARDO, ANGEL";200;45;130000;2888.9;0;10;"FRENTE";"No";"No";1;"No";"Si";"CABALLITO";6;-58.435055889327;-34.603686537342
"4851";"GALLARDO, ANGEL";300;65;115000;1769.2;0;35;"FRENTE";"Si";"No";1;"Si";"Si";"CABALLITO";6;-58.4365026578347;-34.6043853777899
"4852";"GALLARDO, ANGEL";700;59;133000;2254.2;0;50;"FRENTE";"No";"No";1;"Si";"Si";"CABALLITO";6;-58.440068694792;-34.6059630364773
"4853";"GALLARDO, ANGEL";800;37;75000;2027;0;NA;"INTERNO";"No";"No";1;"Si";"No";"CABALLITO";6;-58.4415465267298;-34.6063669675258
"4854";"GALLO";100;36;96336;2676;0;NA;"S/D";"No";"No";0;"No";"No";"ALMAGRO";5;-58.4141001233702;-34.6073286869457
"4855";"GALLO";300;65;110000;1692.3;3;40;"FRENTE";"Si";"No";0;"Si";"No";"ALMAGRO";5;-58.4135787537645;-34.6051184304906
"4856";"GALLO";400;32;75000;2343.8;1;1;"FRENTE";"No";"No";0;"No";"No";"ALMAGRO";5;-58.4133450121738;-34.6041160086876
"4857";"GALLO";400;46;95000;2065.2;2;NA;"CONTRAFRENTE";"No";"No";0;"No";"No";"ALMAGRO";5;-58.4133450121738;-34.6041160086876
"4858";"GALLO";500;37;84000;2270.3;1;2;"S/D";"No";"No";0;"No";"No";"ALMAGRO";5;-58.4131385478699;-34.6032314793461
"4859";"GALLO";500;41;99000;2414.6;2;2;"S/D";"No";"Si";0;"No";"No";"ALMAGRO";5;-58.4131385478699;-34.6032314793461
"4860";"GALLO";600;60;160000;2666.7;3;12;"FRENTE";"No";"No";1;"Si";"Si";"ALMAGRO";5;-58.4129687767241;-34.6025041328178
"4861";"GALLO";600;64;220000;3437.5;3;12;"FRENTE";"No";"Si";0;"No";"No";"ALMAGRO";5;-58.4129687767241;-34.6025041328178
"4862";"GALLO";600;71;210000;2957.7;3;15;"S/D";"Si";"No";0;"No";"No";"ALMAGRO";5;-58.4129687767241;-34.6025041328178
"4863";"GALLO";600;78;175000;2243.6;4;14;"FRENTE";"No";"No";2;"No";"No";"ALMAGRO";5;-58.4129687767241;-34.6025041328178
"4864";"GALLO";600;90;185000;2055.6;4;NA;"FRENTE";"No";"No";2;"No";"No";"ALMAGRO";5;-58.4129687767241;-34.6025041328178
"4865";"GALLO";800;42;119000;2833.3;2;NA;"S/D";"No";"No";2;"No";"Si";"ALMAGRO";5;-58.4124409119004;-34.6002248069025
"4866";"GALLO";900;46;154500;3358.7;2;5;"S/D";"No";"No";1;"No";"No";"ALMAGRO";5;-58.4122894449201;-34.5992990015616
"4867";"GALLO";900;60;210000;3500;3;20;"LATERAL";"No";"Si";0;"No";"Si";"ALMAGRO";5;-58.4122894449201;-34.5992990015616
"4868";"GALLO";900;66;230000;3484.8;3;7;"S/D";"Si";"No";2;"Si";"No";"ALMAGRO";5;-58.4122894449201;-34.5992990015616
"4869";"GALLO";1000;46;125000;2717.4;2;4;"FRENTE";"No";"No";0;"No";"Si";"ALMAGRO";5;-58.4120860917692;-34.5980177816657
"4870";"GALLO";1100;40;123500;3087.5;2;NA;"S/D";"No";"No";2;"No";"Si";"RECOLETA";2;-58.4119063135287;-34.5968933456014
"4871";"GALLO";1100;50;137500;2750;2;NA;"S/D";"No";"No";2;"No";"Si";"RECOLETA";2;-58.4119063135287;-34.5968933456014
"4872";"GALLO";1100;57;175000;3070.2;2;NA;"S/D";"No";"No";2;"No";"Si";"RECOLETA";2;-58.4119063135287;-34.5968933456014
"4873";"GALLO";1200;83;169000;2036.1;4;NA;"S/D";"No";"No";1;"Si";"Si";"RECOLETA";2;-58.4117843688519;-34.5962504568874
"4874";"GALLO";1300;43;87000;2023.3;2;40;"INTERNO";"No";"No";1;"Si";"Si";"RECOLETA";2;-58.4113122237119;-34.5953767291029
"4875";"GALLO";1400;40;105000;2625;1;NA;"S/D";"No";"No";1;"No";"Si";"RECOLETA";2;-58.4104945085787;-34.5939022409885
"4876";"GALLO";1400;68;159000;2338.2;4;30;"FRENTE";"No";"No";1;"No";"Si";"RECOLETA";2;-58.4104945085787;-34.5939022409885
"4877";"GALLO";1400;90;180000;2000;4;35;"CONTRAFRENTE";"No";"No";2;"Si";"Si";"RECOLETA";2;-58.4104945085787;-34.5939022409885
"4878";"GALLO";1400;110;390000;3545.5;4;NA;"S/D";"No";"No";3;"No";"Si";"RECOLETA";2;-58.4104945085787;-34.5939022409885
"4879";"GALLO";1400;332;390000;1174.7;4;NA;"S/D";"No";"No";2;"No";"No";"RECOLETA";2;-58.4104945085787;-34.5939022409885
"4880";"GALLO";1500;91;210000;2307.7;3;30;"FRENTE";"No";"No";2;"No";"Si";"RECOLETA";2;-58.4098606969971;-34.5927595397723
"4881";"GALLO";1500;148;270000;1824.3;4;35;"FRENTE";"No";"Si";3;"Si";"Si";"RECOLETA";2;-58.4098606969971;-34.5927595397723
"4882";"GALVAN";2800;35;85000;2428.6;1;1;"S/D";"No";"No";0;"No";"No";"VILLA URQUIZA";12;-58.4853552047009;-34.5695094482924
"4883";"GALVAN";2800;44;84000;1909.1;2;1;"FRENTE";"No";"No";0;"No";"No";"VILLA URQUIZA";12;-58.4853552047009;-34.5695094482924
"4884";"GALVAN";2800;50;85000;1700;2;NA;"FRENTE";"No";"No";0;"No";"No";"VILLA URQUIZA";12;-58.4853552047009;-34.5695094482924
"4885";"GALVAN";2800;76;145000;1907.9;2;NA;"FRENTE";"Si";"No";2;"Si";"No";"VILLA URQUIZA";12;-58.4853552047009;-34.5695094482924
"4886";"GALVAN";2900;43;98000;3953.5;2;4;"FRENTE";"No";"No";0;"Si";"No";"VILLA URQUIZA";12;-58.486194508006;-34.5685633921073
"4887";"GALVAN";2900;63;136000;2158.7;2;NA;"FRENTE";"No";"No";2;"No";"No";"VILLA URQUIZA";12;-58.486194508006;-34.5685633921073
"4888";"GALVAN";3400;70;170000;2428.6;4;6;"S/D";"No";"No";0;"No";"No";"VILLA URQUIZA";12;-58.4901553074261;-34.5641123292671
"4889";"GAMARRA";1600;31;71000;2290.3;1;NA;"FRENTE";"No";"No";0;"Si";"No";"PARQUE CHAS";15;-58.4778296273489;-34.5819247923495
"4890";"GAMARRA";1800;32;75000;2343.8;1;NA;"FRENTE";"No";"Si";0;"No";"No";"PARQUE CHAS";15;-58.4803085573588;-34.5799077766113
"4891";"GAMARRA";1800;38;75000;1973.7;1;46;"INTERNO";"No";"No";0;"No";"No";"PARQUE CHAS";15;-58.4803085573588;-34.5799077766113
"4892";"GAMARRA";1800;40;95000;2375;2;5;"CONTRAFRENTE";"No";"No";0;"No";"No";"PARQUE CHAS";15;-58.4803085573588;-34.5799077766113
"4893";"GANDARA";3300;40;82000;2050;2;20;"FRENTE";"No";"No";0;"Si";"No";"PARQUE CHAS";15;-58.485205276449;-34.5860753488929
"4894";"GANDHI MAHATMA";600;40;84500;2112.5;0;45;"CONTRAFRENTE";"No";"No";1;"No";"No";"VILLA CRESPO";15;-58.4437467230004;-34.6058258539006
"4895";"GARAY, JUAN DE";300;120;195000;1625;4;55;"FRENTE";"Si";"No";2;"Si";"Si";"SAN TELMO";1;-58.3697361105867;-34.6242950776457
"4896";"GARAY, JUAN DE";400;347;398000;1147;10;NA;"FRENTE";"Si";"No";8;"Si";"Si";"SAN TELMO";1;-58.3711707543673;-34.6243717429025
"4897";"GARAY, JUAN DE";700;50;86000;1720;0;40;"S/D";"No";"No";1;"Si";"Si";"SAN TELMO";1;-58.3754185671145;-34.6246951558746
"4898";"GARAY, JUAN DE";700;77;225000;2922.1;3;3;"FRENTE";"No";"Si";2;"No";"Si";"SAN TELMO";1;-58.3754185671145;-34.6246951558746
"4899";"GARAY, JUAN DE";800;80;156000;1950;4;80;"LATERAL";"No";"No";1;"Si";"Si";"SAN TELMO";1;-58.3766430424141;-34.6252203595035
"4900";"GARAY, JUAN DE";800;130;250000;1923.1;5;80;"FRENTE";"No";"No";0;"No";"No";"SAN TELMO";1;-58.3766430424141;-34.6252203595035
"4901";"GARAY, JUAN DE";1100;92;85000;923.9;3;50;"FRENTE";"No";"No";0;"No";"No";"CONSTITUCION";1;-58.3801060732603;-34.6264936764707
"4902";"GARAY, JUAN DE";1200;40;60000;1500;2;40;"CONTRAFRENTE";"No";"No";1;"No";"Si";"CONSTITUCION";1;-58.3828191424036;-34.62709420755
"4903";"GARAY, JUAN DE";3200;40;105000;2625;2;4;"CONTRAFRENTE";"No";"No";1;"Si";"No";"PARQUE PATRICIOS";4;-58.4098097900179;-34.6300148193108
"4904";"GARAY, JUAN DE";3200;77;136000;1766.2;3;0;"CONTRAFRENTE";"No";"Si";1;"Si";"Si";"PARQUE PATRICIOS";4;-58.4098097900179;-34.6300148193108
"4905";"GARAY, JUAN DE";3200;116;232000;2000;3;0;"FRENTE";"No";"Si";0;"Si";"Si";"PARQUE PATRICIOS";4;-58.4098097900179;-34.6300148193108
"4906";"GARAY, JUAN DE";3700;56;155000;2767.9;3;0;"FRENTE";"No";"Si";1;"No";"Si";"BOEDO";5;-58.4165166786133;-34.6315945542783
"4907";"GARAY, JUAN DE";3700;73;105000;1438.4;3;35;"FRENTE";"No";"No";1;"Si";"Si";"BOEDO";5;-58.4165166786133;-34.6315945542783
"4908";"GARAY, JUAN DE";4000;47;105000;2234;2;0;"FRENTE";"No";"No";1;"Si";"Si";"BOEDO";5;-58.4204629746408;-34.632012523807
"4909";"GARAY, JUAN DE";700;88;315000;3579.5;3;3;"LATERAL";"No";"No";2;"No";"No";"SAN TELMO";1;-58.3754185671145;-34.6246951558746
"4910";"GARAY, JUAN DE";800;80;142000;1775;0;80;"LATERAL";"No";"No";1;"No";"No";"SAN TELMO";1;-58.3766430424141;-34.6252203595035
"4911";"GARAY, JUAN DE";800;130;250000;1923.1;0;80;"FRENTE";"No";"No";0;"No";"No";"SAN TELMO";1;-58.3766430424141;-34.6252203595035
"4912";"GARAY, JUAN DE";1100;92;85000;923.9;0;50;"FRENTE";"No";"No";2;"No";"No";"CONSTITUCION";1;-58.3801060732603;-34.6264936764707
"4913";"GARAY, JUAN DE";1200;54;64000;1185.2;0;50;"CONTRAFRENTE";"No";"No";1;"Si";"No";"CONSTITUCION";1;-58.3828191424036;-34.62709420755
"4914";"GARAY, JUAN DE";1200;62;75000;1209.7;0;50;"CONTRAFRENTE";"No";"No";0;"No";"Si";"CONSTITUCION";1;-58.3828191424036;-34.62709420755
"4915";"GARAY, JUAN DE";1200;70;92000;1314.3;0;45;"FRENTE";"No";"No";2;"No";"Si";"CONSTITUCION";1;-58.3828191424036;-34.62709420755
"4916";"GARAY, JUAN DE";1200;75;84500;1126.7;0;40;"FRENTE";"Si";"No";2;"Si";"Si";"CONSTITUCION";1;-58.3828191424036;-34.62709420755
"4917";"GARAY, JUAN DE";1400;40;75000;1875;0;30;"CONTRAFRENTE";"No";"No";1;"No";"Si";"CONSTITUCION";1;-58.3856952771866;-34.6271976624628
"4918";"GARAY, JUAN DE";1400;57;59000;1035.1;0;60;"FRENTE";"No";"No";2;"Si";"Si";"CONSTITUCION";1;-58.3856952771866;-34.6271976624628
"4919";"GARAY, JUAN DE";1800;27;52700;1951.9;0;0;"CONTRAFRENTE";"No";"No";1;"No";"Si";"CONSTITUCION";1;-58.3911420269815;-34.6273876044471
"4920";"GARAY, JUAN DE";1800;60;99200;1653.3;0;0;"FRENTE";"No";"No";1;"No";"No";"CONSTITUCION";1;-58.3911420269815;-34.6273876044471
"4921";"GARAY, JUAN DE";2200;66;135000;2045.5;0;NA;"S/D";"No";"No";1;"No";"Si";"PARQUE PATRICIOS";4;-58.3952848401244;-34.6279567999895
"4922";"GARAY, JUAN DE";2800;51;86000;1686.3;0;45;"FRENTE";"No";"No";1;"No";"Si";"PARQUE PATRICIOS";4;-58.4034918493164;-34.6290996169266
"4923";"GARAY, JUAN DE";3200;31;70000;2258.1;0;1;"CONTRAFRENTE";"No";"No";0;"No";"Si";"PARQUE PATRICIOS";4;-58.4098097900179;-34.6300148193108
"4924";"GARAY, JUAN DE";3200;40;110000;2750;0;4;"CONTRAFRENTE";"No";"Si";1;"No";"Si";"PARQUE PATRICIOS";4;-58.4098097900179;-34.6300148193108
"4925";"GARAY, JUAN DE";3200;77;110000;1428.6;0;0;"CONTRAFRENTE";"No";"No";0;"Si";"Si";"PARQUE PATRICIOS";4;-58.4098097900179;-34.6300148193108
"4926";"GARAY, JUAN DE";3200;116;232000;2000;0;0;"FRENTE";"No";"Si";0;"No";"Si";"PARQUE PATRICIOS";4;-58.4098097900179;-34.6300148193108
"4927";"GARAY, JUAN DE";3700;53;152500;2877.4;2;0;"FRENTE";"No";"No";1;"No";"No";"BOEDO";5;-58.4165166786133;-34.6315945542783
"4928";"GARAY, JUAN DE";3700;61;100000;1639.3;3;40;"CONTRAFRENTE";"No";"No";0;"Si";"No";"BOEDO";5;-58.4165166786133;-34.6315945542783
"4929";"GARAY, JUAN DE";3700;64;105000;1640.6;3;40;"LATERAL";"No";"No";0;"No";"No";"BOEDO";5;-58.4165166786133;-34.6315945542783
"4930";"GARAY, JUAN DE";4000;48;113000;2354.2;2;0;"FRENTE";"No";"No";1;"No";"No";"BOEDO";5;-58.4204629746408;-34.632012523807
"4931";"GARCIA DE COSSIO";6100;60;110000;1833.3;3;5;"FRENTE";"No";"No";1;"Si";"Si";"LINIERS";9;-58.513059344269;-34.6441827196274
"4932";"GARCIA DE COSSIO";6300;36;60000;1666.7;1;2;"FRENTE";"No";"No";1;"No";"No";"LINIERS";9;-58.5153140922486;-34.6462031436118
"4933";"GARCIA DEL RIO";2400;64;190000;2968.8;0;15;"FRENTE";"No";"Si";2;"Si";"No";"SAAVEDRA";12;-58.4699806777645;-34.5486578221735
"4934";"GARCIA DEL RIO";2400;94;180000;1914.9;4;35;"FRENTE";"No";"Si";1;"No";"Si";"SAAVEDRA";12;-58.4699806777645;-34.5486578221735
"4935";"GARCIA DEL RIO";2500;37;105000;2837.8;0;0;"FRENTE";"No";"No";1;"Si";"Si";"SAAVEDRA";12;-58.4698221781931;-34.548939095814
"4936";"GARCIA DEL RIO";2500;41;110000;2682.9;0;1;"FRENTE";"No";"No";2;"No";"Si";"SAAVEDRA";12;-58.4698221781931;-34.548939095814
"4937";"GARCIA DEL RIO";2500;60;160000;2666.7;0;0;"S/D";"No";"No";0;"No";"Si";"SAAVEDRA";12;-58.4698221781931;-34.548939095814
"4938";"GARCIA DEL RIO";2500;77;170000;2207.8;0;30;"LATERAL";"No";"Si";1;"Si";"No";"SAAVEDRA";12;-58.4698221781931;-34.548939095814
"4939";"GARCIA DEL RIO";2600;83;255000;3072.3;0;7;"FRENTE";"No";"No";0;"No";"No";"SAAVEDRA";12;-58.4703675581784;-34.5490472176081
"4940";"GARCIA DEL RIO";2600;122;557000;4565.6;4;4;"FRENTE";"Si";"Si";2;"Si";"Si";"SAAVEDRA";12;-58.4703675581784;-34.5490472176081
"4941";"GARCIA DEL RIO";2600;130;380000;2923.1;0;6;"FRENTE";"No";"No";0;"No";"Si";"SAAVEDRA";12;-58.4703675581784;-34.5490472176081
"4942";"GARCIA DEL RIO";2600;228;750000;3289.5;0;3;"S/D";"No";"Si";3;"Si";"Si";"SAAVEDRA";12;-58.4703675581784;-34.5490472176081
"4943";"GARCIA DEL RIO";4000;40;70000;1750;2;30;"LATERAL";"No";"No";1;"Si";"No";"SAAVEDRA";12;-58.4843747647244;-34.5542238874038
"4944";"GARCIA GRANDE DE ZEQUEIRA, SEVERO";6500;145;189000;1303.4;4;15;"FRENTE";"No";"Si";1;"Si";"Si";"MATADEROS";9;-58.5085193130497;-34.6535624474991
"4945";"GARCIA GRANDE DE ZEQUEIRA, SEVERO";6900;112;142000;1267.9;4;6;"FRENTE";"No";"No";3;"No";"No";"MATADEROS";9;-58.5111296457892;-34.6560733282621
"4946";"GARCIA GRANDE DE ZEQUEIRA, SEVERO";5500;50;85000;1700;2;NA;"S/D";"No";"No";0;"No";"No";"MATADEROS";9;-58.5005127768443;-34.6459334246543
"4947";"GARCIA, JUAN AGUSTIN";1800;60;100000;1666.7;3;40;"CONTRAFRENTE";"No";"No";1;"Si";"No";"VILLA GRAL. MITRE";11;-58.4681664104613;-34.6036073852168
"4948";"GARCIA, JUAN AGUSTIN";2000;66;158000;2393.9;3;25;"FRENTE";"No";"No";1;"Si";"Si";"VILLA GRAL. MITRE";11;-58.4709693300421;-34.6048087935401
"4949";"GARCIA, JUAN AGUSTIN";2200;38;70000;1842.1;2;NA;"FRENTE";"No";"No";1;"No";"No";"VILLA GRAL. MITRE";11;-58.4734785900629;-34.6059737437905
"4950";"GARCIA LORCA, FEDERICO";100;50;118000;2360;0;5;"FRENTE";"No";"No";1;"No";"No";"CABALLITO";6;-58.445044954206;-34.6205684487171
"4951";"GARCIA LORCA, FEDERICO";100;56;110000;1964.3;0;5;"FRENTE";"No";"No";1;"No";"No";"CABALLITO";6;-58.445044954206;-34.6205684487171
"4952";"GARCIA LORCA, FEDERICO";200;54;121586;2251.6;0;NA;"S/D";"Si";"Si";1;"Si";"Si";"CABALLITO";6;-58.4452457860533;-34.6197169010857
"4953";"GARCIA LORCA, FEDERICO";200;126;274790;2180.9;0;NA;"S/D";"No";"Si";2;"No";"No";"CABALLITO";6;-58.4452457860533;-34.6197169010857
"4954";"GARCIA LORCA, FEDERICO";400;65;122500;1884.6;0;0;"FRENTE";"No";"No";1;"Si";"Si";"CABALLITO";6;-58.4457763197892;-34.6173673876537
"4955";"GARCIA LORCA, FEDERICO";400;72;138000;1916.7;3;0;"CONTRAFRENTE";"No";"No";0;"No";"No";"CABALLITO";6;-58.4457763197892;-34.6173673876537
"4956";"GARCIA, MARTIN";300;100;195000;1950;4;35;"FRENTE";"Si";"No";1;"Si";"Si";"BOCA";4;-58.3692942013906;-34.6283897713874
"4957";"GARCIA, MARTIN";500;118;330000;2796.6;4;NA;"S/D";"No";"Si";0;"Si";"Si";"BARRACAS";4;-58.3715193273839;-34.6305911601846
"4958";"GARCIA, MARTIN";500;140;305000;2178.6;4;30;"FRENTE";"Si";"Si";3;"Si";"Si";"BARRACAS";4;-58.3715193273839;-34.6305911601846
"4959";"GARCIA, MARTIN";600;52;88000;1692.3;2;38;"INTERNO";"No";"No";1;"Si";"No";"BARRACAS";4;-58.372596492996;-34.631711665903
"4960";"GARCIA, MARTIN";600;90;290000;3222.2;5;0;"FRENTE";"No";"Si";3;"No";"No";"BARRACAS";4;-58.372596492996;-34.631711665903
"4961";"GARCIA, MARTIN";700;85;166279;1956.2;0;NA;"CONTRAFRENTE";"No";"No";0;"No";"Si";"BARRACAS";4;-58.3734414322078;-34.6325884380566
"4962";"GARCIA, MARTIN";700;105;295000;2809.5;0;NA;"CONTRAFRENTE";"No";"Si";0;"Si";"Si";"BARRACAS";4;-58.3734414322078;-34.6325884380566
"4963";"GARCIA, MARTIN";700;185;340000;1837.8;7;40;"FRENTE";"No";"Si";2;"Si";"Si";"BARRACAS";4;-58.3734414322078;-34.6325884380566
"4964";"GARCIA PEDRO A.CNEL.";5700;51;47000;921.6;3;0;"FRENTE";"No";"No";1;"Si";"Si";"VILLA LUGANO";8;-58.4680680910104;-34.6840797269994
"4965";"GARCIA, TEODORO";1700;32;85000;2656.3;1;0;"FRENTE";"No";"No";1;"No";"Si";"PALERMO";14;-58.4397082398934;-34.5631125644044
"4966";"GARCIA, TEODORO";1700;56;135000;2410.7;2;0;"FRENTE";"No";"No";1;"No";"No";"PALERMO";14;-58.4397082398934;-34.5631125644044
"4967";"GARCIA, TEODORO";1700;75;175000;2333.3;3;40;"FRENTE";"No";"No";2;"Si";"Si";"PALERMO";14;-58.4397082398934;-34.5631125644044
